course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,profit,year,month,clean_course_title
Emini ES Futures - Advanced Non Directional Options Trading,1,200,1057,15,14,0,1.5,211400,2017,1,Emini ES Futures  Advanced Non Directional Options Trading
Forex Trading - Advanced Fundamental Analysis,1,20,1754,100,49,2,2.5,35080,2016,6,Forex Trading  Advanced Fundamental Analysis
How To Invest With Tiny Capital In Stocks ?,1,20,1239,5,6,1,0.7,24780,2017,5,Invest Tiny Capital Stocks 
Learn How To Successfully Trade Stocks: In 5 Simple Steps,1,95,2493,276,108,0,9.5,236835,2015,1,Learn Successfully Trade Stocks 5 Simple Steps
Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,1,150,2602,402,57,1,5.0,390300,2015,10,Forex MetaTrader 4 Master MT4 Like Pro Forex Trader
Intermediate Options trading concepts for Stocks and Options,1,40,2000,30,9,0,1.0,80000,2015,4,Intermediate Options trading concepts Stocks Options
Options Trading 101: The Basics,0,0,1514,66,11,1,0.55,0,2017,3,Options Trading 101 Basics
Practical Accounts APP Overview,1,20,1361,1,14,2,3.0,27220,2016,10,Practical Accounts APP Overview
Bitcoin Profits for Beginners,1,100,61,18,30,1,1.5,6100,2017,6,Bitcoin Profits Beginners
Trend Traders Club: How To Find And Trade Fast Moving Trends,1,75,1513,31,60,0,5.5,113475,2015,8,Trend Traders Club Find Trade Fast Moving Trends
